Event	ID	Name			Wwise Object Path	Notes
	290290980	LevelUpAbsorbPre			\Default Work Unit\UI\LevelUp-Pannels\LevelUpAbsorbPre	
	485562711	Assassin_Idle			\Default Work Unit\Menu\Spawns\Assassin\Assassin_Idle	
	577229521	UIFightClick			\Default Work Unit\UI\Clicks\UIFightClick	
	769784615	UISelectChar			\Default Work Unit\UI\Clicks\UISelectChar	
	863983762	DeathKnight_Spawn			\Default Work Unit\Menu\Spawns\DeathKnight_Spawn	
	874858215	UIRuneRemove			\Default Work Unit\UI\Clicks\UIRuneRemove	
	1074254744	MenuStop			\Default Work Unit\Menu\MenuStop	
	1312131451	UIError			\Default Work Unit\UI\Clicks\UIError	
	1440023300	UIChooseChar			\Default Work Unit\UI\Clicks\UIChooseChar	
	1505949716	Necromancer_Weapon3			\Default Work Unit\Menu\Spawns\Necromancer\Necromancer_Weapon3	
	1505949717	Necromancer_Weapon2			\Default Work Unit\Menu\Spawns\Necromancer\Necromancer_Weapon2	
	1505949718	Necromancer_Weapon1			\Default Work Unit\Menu\Spawns\Necromancer\Necromancer_Weapon1	
	2004165450	Legionnaire_Spawn			\Default Work Unit\Menu\Spawns\Legionnaire_Spawn	
	2048166989	BloodMage_Spawn			\Default Work Unit\Menu\Spawns\BloodMage_Spawn	
	2146261817	Barbarian_Weapon1			\Default Work Unit\Menu\Spawns\Barbarian\Barbarian_Weapon1	
	2146261818	Barbarian_Weapon2			\Default Work Unit\Menu\Spawns\Barbarian\Barbarian_Weapon2	
	2146261819	Barbarian_Weapon3			\Default Work Unit\Menu\Spawns\Barbarian\Barbarian_Weapon3	
	2146261820	Barbarian_Weapon4			\Default Work Unit\Menu\Spawns\Barbarian\Barbarian_Weapon4	
	2220870935	UIOptions			\Default Work Unit\UI\Clicks\UIOptions	
	2226433085	UIScreenWhoosh			\Default Work Unit\UI\Clicks\UIScreenWhoosh	
	2426212148	SFX_3D_Bonfire			\Default Work Unit\Ambient\3D_SFX\SFX_3D_Bonfire	
	2431619546	Paladin_Spawn			\Default Work Unit\Menu\Spawns\Paladin_Spawn	
	2501838063	ArcaneWeaver_Spawn			\Default Work Unit\Menu\Spawns\ArcaneWeaver_Spawn	
	2529895901	UIBlacksmith			\Default Work Unit\UI\Clicks\UIBlacksmith	
	2590342745	Barbarian_Spawn			\Default Work Unit\Menu\Spawns\Barbarian\Barbarian_Spawn	
	2657456088	Elementalist_Spawn			\Default Work Unit\Menu\Spawns\Elementalist_Spawn	
	2738363245	UISubmenuAppear			\Default Work Unit\UI\Clicks\UISubmenuAppear	
	2933303664	HoundMaster_Weapon2			\Default Work Unit\Menu\Spawns\HoundMaster\HoundMaster_Weapon2	
	2933303665	HoundMaster_Weapon3			\Default Work Unit\Menu\Spawns\HoundMaster\HoundMaster_Weapon3	
	2933303667	HoundMaster_Weapon1			\Default Work Unit\Menu\Spawns\HoundMaster\HoundMaster_Weapon1	
	2933303670	HoundMaster_Weapon4			\Default Work Unit\Menu\Spawns\HoundMaster\HoundMaster_Weapon4	
	3015969337	UIReroll			\Default Work Unit\UI\Clicks\UIReroll	
	3030481697	UIClose			\Default Work Unit\UI\Clicks\UIClose	
	3096654377	Sentinel_Spawn			\Default Work Unit\Menu\Spawns\Sentinel_Spawn	
	3241156723	HoundMaster_Spawn			\Default Work Unit\Menu\Spawns\HoundMaster\HoundMaster_Spawn	
	3344707655	LevelUpPannelAppear			\Default Work Unit\UI\LevelUp-Pannels\LevelUpPannelAppear	
	3365125475	Spellbreaker_Spawn			\Default Work Unit\Menu\Spawns\Spellbreaker_Spawn	
	3405855616	Beastmaster_Spawn			\Default Work Unit\Menu\Spawns\Beastmaster_Spawn	
	3508088636	defaultWarning			\Default Work Unit\UI\Clicks\defaultWarning	
	3556530939	LevelUpPannelDisappear			\Default Work Unit\UI\LevelUp-Pannels\LevelUpPannelDisappear	
	3647089368	UICheckbox			\Default Work Unit\UI\Clicks\UICheckbox	
	3658588233	SFX_3D_TorchStick			\Default Work Unit\Ambient\3D_SFX\SFX_3D_TorchStick	
	3690797171	Assassin_Weapon4			\Default Work Unit\Menu\Spawns\Assassin\Assassin_Weapon4	
	3690797172	Assassin_Weapon3			\Default Work Unit\Menu\Spawns\Assassin\Assassin_Weapon3	
	3690797173	Assassin_Weapon2			\Default Work Unit\Menu\Spawns\Assassin\Assassin_Weapon2	
	3690797174	Assassin_Weapon1			\Default Work Unit\Menu\Spawns\Assassin\Assassin_Weapon1	
	3711598968	MenuClick			\Default Work Unit\UI\Clicks\MenuClick	
	3779992502	Necromancer_Spawn			\Default Work Unit\Menu\Spawns\Necromancer\Necromancer_Spawn	
	3829525017	LevelUpSkillSelect			\Default Work Unit\UI\Clicks\LevelUpSkillSelect	
	3885072173	Rogue_Spawn			\Default Work Unit\Menu\Spawns\Assassin\Rogue_Spawn	
	4013684185	UIRuneEquip			\Default Work Unit\UI\Clicks\UIRuneEquip	
	4222785659	Pyromancer_Spawn			\Default Work Unit\Menu\Spawns\Pyromancer_Spawn	

Effect plug-ins	ID	Name	Type				Notes
	152271392	LevelUp-Pannels-Disappear	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Knockout-LevelUp-Pannels-Disappear_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pannels\LevelUp-Pannels\LevelUp-Pannels-Disappear		9360
	152815659	Necro-Menu-Weapon-VX_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Necro-Menu-Weapon-VX_1_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Necromancer\Necro-Weapons\Necro-Weapon\Necro-Weapon-VX\Necro-Menu-Weapon-VX_1		35066
	153052541	Troll-VX-Spawn_6	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Troll-VX-Spawn_6_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\DeathKnight\Spawn_Voice\Troll-VX-Spawn_6		45235
	164632745	LevelUp-Pannel-Skill-Select	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\LevelUp-SkillSelected_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pannels\LevelUp-Pannels\LevelUp-Pannel-Skill-Select		37335
	181964628	Necro-Menu-Spawn-VX	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Necro-Menu-Spawn-VX_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Necromancer\Necro-Spawn\Necro-Menu-Spawn-VX		42985
	183519412	Electricbolt-Impact_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Electricbolt-Impact_1_CBB5447E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skills\Lightningbolt\Lightningbolt-Impact\Electricbolt-Impact_1		20744
	189012040	Menu-Whoosh_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Menu-Whoosh_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Whooshes\Menu-Whoosh_2		27656
	205875382	HoundMaster-Weapons-3	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\HoundMaster-Weapons-3_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\HoundMaster\HoundMaster-Weapons\HoundMaster-Weapons-3		31638
	206116952	Blacksmith-Click_B_3	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Blacksmith-Click_B_3_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI-Blacksmith\Blacksmith-Click_B_3		37303
	208306414	Barbarian-Menu-Weapon-VX_3	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Barbarian-Menu-Weapon-VX_3_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Barbarian\Barbarian-Weapons\Barbarian-Weapons-VX\Barbarian-Menu-Weapon-VX_3		27531
	216679220	HoundMaster-Weapons-4	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\HoundMaster-Weapons-4_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\HoundMaster\HoundMaster-Weapons\HoundMaster-Weapons-4		45692
	220739394	Barbarian_Spawn_Voice_moreEcho_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Barbarian_Spawn_Voice_moreEcho_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Barbarian\Barbarian-Spawn\Barbarian-Spawn-VX\Barbarian_Spawn_Voice_moreEcho_2		50953
	240088718	Menu-Assassin-Idle	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Menu-Assassin-Idle_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Assassin\Assassin-Idle\Menu-Assassin-Idle		80252
	248771498	Horse_Vocals_Menu_8	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Horse_Vocals_Menu_8_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\DeathKnight\Spawn_Horse_calm\Horse_Vocals_Menu_8		27920
	251662928	LightningStab_Cast_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\LightningStab_Cast_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skills\LightningStab\LightningStab\LightningStab_Cast_2		25314
	256191338	Player-VX-Spawn_3	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Player-VX-Spawn_3_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Spellbreaker\Spellbreaker_Spawn_Voice\Player-VX-Spawn_3		9534
	257468548	RSS_Skill-Thrust-2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\RSS_Skill-Thrust-2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Necromancer\Necro-Spawn\Necro-Spawn-Foley\RSS_Skill-Thrust-2		23281
	261340907	Spellbreaker_Spawn_Foot_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Spellbreaker_Spawn_Foot_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Spellbreaker\Foley\Footstep\Spellbreaker_Spawn_Foot_2		52045
	265319154	Menu-Rune-Equip	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Menu-Rune-Equip_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Menu-Rune-Equip		29975
	270759204	Barbarian_Spawn_Voice_moreEcho_5	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Barbarian_Spawn_Voice_moreEcho_5_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Barbarian\Barbarian-Spawn\Barbarian-Spawn-VX\Barbarian_Spawn_Voice_moreEcho_5		56279
	271285520	HoundMaster-Weapons-Dog-4	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\HoundMaster-Weapons-Dog-4_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\HoundMaster\HoundMaster-Weapons\HoundMaster-Weapons-Dog-4		33017
	276360694	Buckshot-Load_4	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Buckshot-Load_4_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\HoundMaster\HoundMaster-Spawn\Load\Buckshot-Load_4		19542
	281251970	Player-VX-Spawn_8	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Player-VX-Spawn_8_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Spellbreaker\Spellbreaker_Spawn_Voice\Player-VX-Spawn_8		14539
	288428344	Brazier_Loop_3	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Brazier_Loop_3_8557EB08.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\3DAmbience\Brazier-New\Brazier_Loop_3		218150
	288442640	Legionnaire_Spawn_Foley_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Legionnaire_Spawn_Foley_1_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Legionnaire\Spawn_Foley\Legionnaire_Spawn_Foley_1		46579
	305278490	DeathKnight_Spawn_Hi_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\DeathKnight_Spawn_Hi_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\DeathKnight\Spawn_Foley\Spawn_High\DeathKnight_Spawn_Hi_2		42438
	314547825	Player-VX-Spawn_6	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Player-VX-Spawn_6_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Pyromancer\Pyromancer_Spawn_Voice\Player-VX-Spawn_6		10514
	315169025	Buckshot-Load_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Buckshot-Load_1_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\HoundMaster\HoundMaster-Spawn\Load\Buckshot-Load_1		14799
	315181487	Troll-VX-Spawn_9	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Troll-VX-Spawn_9_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\DeathKnight\Spawn_Voice\Troll-VX-Spawn_9		42247
	318864157	Necro-Menu-Weapon-VX_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Necro-Menu-Weapon-VX_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Necromancer\Necro-Weapons\Necro-Weapon\Necro-Weapon-VX\Necro-Menu-Weapon-VX_2		36461
	331383446	Electricbolt-Impact_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Electricbolt-Impact_2_CBB5447E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skills\Lightningbolt\Lightningbolt-Impact\Electricbolt-Impact_2		18101
	332263343	Player-Skills-Lightningbolt_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Player-Skills-Lightningbolt_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skills\Lightningbolt\Lightningbolt-Cast\Player-Skills-Lightningbolt_2		25802
	337040735	Blacksmith-Click_B_4	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Blacksmith-Click_B_4_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI-Blacksmith\Blacksmith-Click_B_4		38339
	350908232	Brazier_Loop_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Brazier_Loop_1_82EAABDF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient\3DAmbience\Brazier-New\Brazier_Loop_1		207818
	368189681	Horse_Vocals_Menu_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Horse_Vocals_Menu_1_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\DeathKnight\Spawn_Horse_calm\Horse_Vocals_Menu_1		25343
	376429702	Barbarian_Spawn_Step_3	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Barbarian_Spawn_Step_3_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\Barbarian\Barbarian-Spawn\Barbarian-Spawn-Foley\Barbarian_Spawn_Step_3		40628
	377589901	DeathKnight_Spawn_Low_2	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\DeathKnight_Spawn_Low_2_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Char-Spawns\DeathKnight\Spawn_Foley\Spawn_Low\DeathKnight_Spawn_Low_2		45969
	382367803	Menu-Whoosh_1	Y:\Documents\GitHub\soulstone_wwise\Rogue-Knockout-WwiseProject\.cache\Windows\SFX\Menu-Whoosh_1_7AA6820A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Whooshes\Menu-Whoosh_1		26171
